Resource Provider,Resource Type,Operation Name,Operation Display Name,Operation Description,Data Action
Microsoft.Sql,managedInstances/databases/backupLongTermRetentionPolicies,Microsoft.Sql/managedInstances/databases/backupLongTermRetentionPolicies/read,Get long term retention policy,Gets a long term retention policy for a managed database,FALSE
Microsoft.Sql,managedInstances/databases/backupShortTermRetentionPolicies,Microsoft.Sql/managedInstances/databases/backupShortTermRetentionPolicies/read,Gets a managed short term retention policy,Gets a short term retention policy for a managed database,FALSE
Microsoft.Sql,managedInstances/databases/backupShortTermRetentionPolicies,Microsoft.Sql/managedInstances/databases/backupShortTermRetentionPolicies/write,Updates a managed short term retention policy,Updates a short term retention policy for a managed database,FALSE
Microsoft.Sql,managedInstances/databases/restoreDetails,Microsoft.Sql/managedInstances/databases/restoreDetails/read,Gets managed database restore details.,Returns managed database restore details while restore is in progress.,FALSE
Microsoft.Sql,managedInstances/databases/queries,Microsoft.Sql/managedInstances/databases/queries/read,Get query by Id.,Get query text by query id,FALSE
Microsoft.Sql,managedInstances/databases/queries/statistics,Microsoft.Sql/managedInstances/databases/queries/statistics/read,Get query execution statistics by query id,Get query execution statistics by query id,FALSE
Microsoft.Sql,managedInstances/databases/currentSensitivityLabels,Microsoft.Sql/managedInstances/databases/currentSensitivityLabels/read,List sensitivity labels of a given database,List sensitivity labels of a given database,FALSE
Microsoft.Sql,managedInstances/databases/currentSensitivityLabels,Microsoft.Sql/managedInstances/databases/currentSensitivityLabels/write,Batch update sensitivity labels,Batch update sensitivity labels,FALSE
Microsoft.Sql,managedInstances/databases/recommendedSensitivityLabels,Microsoft.Sql/managedInstances/databases/recommendedSensitivityLabels/read,List sensitivity labels of a given database,List sensitivity labels of a given database,FALSE
Microsoft.Sql,managedInstances/databases/recommendedSensitivityLabels,Microsoft.Sql/managedInstances/databases/recommendedSensitivityLabels/write,Batch update recommended sensitivity labels,Batch update recommended sensitivity labels,FALSE
Microsoft.Sql,managedInstances/databases/sensitivityLabels,Microsoft.Sql/managedInstances/databases/sensitivityLabels/read,List sensitivity labels of a given database,List sensitivity labels of a given database,FALSE
Microsoft.Sql,managedInstances/databases/providers/Microsoft.Insights/logDefinitions,Microsoft.Sql/managedInstances/databases/providers/Microsoft.Insights/logDefinitions/read,Read managed instance databases log definitions,Gets the available logs for managed instance databases,FALSE
Microsoft.Sql,managedInstances/inaccessibleManagedDatabases,Microsoft.Sql/managedInstances/inaccessibleManagedDatabases/read,Get inaccessible managed databases,Gets a list of inaccessible managed databases in a managed instance,FALSE
Microsoft.Sql,managedInstances/serverTrustGroups,Microsoft.Sql/managedInstances/serverTrustGroups/read,Returns the existing SQL Server Trust Groups by Managed Instance name,Returns the existing SQL Server Trust Groups by Managed Instance name,FALSE
Microsoft.Sql,managedInstances/encryptionProtector,Microsoft.Sql/managedInstances/encryptionProtector/revalidate/action,Update Azure SQL Server Encryption Protector,Update the properties for the specified Server Encryption Protector.,FALSE
Microsoft.Sql,managedInstances/encryptionProtector,Microsoft.Sql/managedInstances/encryptionProtector/read,List/Get Azure SQL Managed Instance Encryption Protector,Returns a list of server encryption protectors or gets the properties for the specified server encryption protector.,FALSE
Microsoft.Sql,managedInstances/encryptionProtector,Microsoft.Sql/managedInstances/encryptionProtector/write,Update Azure SQL Server Encryption Protector,Update the properties for the specified Server Encryption Protector.,FALSE
Microsoft.Sql,managedInstances/hybridLink,Microsoft.Sql/managedInstances/hybridLink/read,List/Get Azure SQL Managed instance hybrid link.,Return the list of hybrid links or gets the properties for the specified distributed availability group.,FALSE
Microsoft.Sql,managedInstances/hybridLink,Microsoft.Sql/managedInstances/hybridLink/write,Create/Update hybrid link with a specified parameters.,Creates or updates hybrid link with a specified parameters.,FALSE
Microsoft.Sql,managedInstances/hybridLink,Microsoft.Sql/managedInstances/hybridLink/delete,Delete hybrid link with a specified distributed availability group.,Deletes a hybrid link with a specified distributed availability group.,FALSE
Microsoft.Sql,managedInstances/keys,Microsoft.Sql/managedInstances/keys/read,List/Get Azure SQL Managed Instance Key(s),Return the list of managed instance keys or gets the properties for the specified managed instance key.,FALSE
Microsoft.Sql,managedInstances/keys,Microsoft.Sql/managedInstances/keys/write,Create/Update Azure SQL Managed Instance Keys,Creates a key with the specified parameters or update the properties or tags for the specified managed instance key.,FALSE
Microsoft.Sql,managedInstances/keys,Microsoft.Sql/managedInstances/keys/delete,Delete Azure SQL Managed Instance Key,Deletes an existing Azure SQL Managed Instance  key.,FALSE
Microsoft.Sql,managedInstances/recoverableDatabases,Microsoft.Sql/managedInstances/recoverableDatabases/read,List/Get Azure SQL Managed Instance recoverable databases,Returns a list of recoverable managed databases,FALSE
Microsoft.Sql,managedInstances/restorableDroppedDatabases,Microsoft.Sql/managedInstances/restorableDroppedDatabases/read,List/Get Azure SQL Managed Instance restorable dropped databases.,Returns a list of restorable dropped managed databases.,FALSE
Microsoft.Sql,managedInstances/restorableDroppedDatabases/backupShortTermRetentionPolicies,Microsoft.Sql/managedInstances/restorableDroppedDatabases/backupShortTermRetentionPolicies/read,Gets a managed short term retention policy,Gets a short term retention policy for a dropped managed database,FALSE
Microsoft.Sql,managedInstances/restorableDroppedDatabases/backupShortTermRetentionPolicies,Microsoft.Sql/managedInstances/restorableDroppedDatabases/backupShortTermRetentionPolicies/write,Updates a managed short term retention policy,Updates a short term retention policy for a dropped managed database,FALSE
Microsoft.Sql,managedInstances/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Sql/managedInstances/providers/Microsoft.Insights/diagnosticSettings/read,Read diagnostic setting,Gets the diagnostic setting for the resource,FALSE
Microsoft.Sql,managedInstances/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Sql/managedInstances/providers/Microsoft.Insights/diagnosticSettings/write,Write diagnostic setting,Creates or updates the diagnostic setting for the resource,FALSE
Microsoft.Sql,managedInstances/providers/Microsoft.Insights/metricDefinitions,Microsoft.Sql/managedInstances/providers/Microsoft.Insights/metricDefinitions/read,Get managed instance metric definitions,Return types of metrics that are available for managed instances,FALSE
Microsoft.Sql,managedInstances/vulnerabilityAssessments,Microsoft.Sql/managedInstances/vulnerabilityAssessments/write,Set managed instance vulnerability assessment,Change the vulnerability assessment for a given managed instance,FALSE
Microsoft.Sql,managedInstances/vulnerabilityAssessments,Microsoft.Sql/managedInstances/vulnerabilityAssessments/delete,Remove managed instance vulnerability assessment,Remove the vulnerability assessment for a given managed instance,FALSE
Microsoft.Sql,managedInstances/vulnerabilityAssessments,Microsoft.Sql/managedInstances/vulnerabilityAssessments/read,List managed instance vulnerability assessment policies,Retrieve the vulnerability assessment policies on a given managed instance,FALSE
Microsoft.Sql,managedInstances/securityAlertPolicies,Microsoft.Sql/managedInstances/securityAlertPolicies/write,Update managed server threat detection policy,Change the managed server threat detection policy for a given managed server,FALSE
Microsoft.Sql,managedInstances/securityAlertPolicies,Microsoft.Sql/managedInstances/securityAlertPolicies/read,List managed server threat detection policies,Retrieve a list of managed server threat detection policies configured for a given server,FALSE
Microsoft.Sql,managedInstances/metricDefinitions,Microsoft.Sql/managedInstances/metricDefinitions/read,Get managed instance metric definitions for specific managed instance,Get managed instance metric definitions,FALSE
Microsoft.Sql,managedInstances/metrics,Microsoft.Sql/managedInstances/metrics/read,Get managed instance metrics for specific managed instance,Get managed instance metrics,FALSE
Microsoft.Sql,managedInstances/operations,Microsoft.Sql/managedInstances/operations/read,Get managed instance operations for specific managed instance,Get managed instance operations,FALSE
Microsoft.Sql,managedInstances/operations,Microsoft.Sql/managedInstances/operations/cancel/action,Cancel Azure SQL Managed Instance async operation,Cancels Azure SQL Managed Instance pending asynchronous operation that is not finished yet.,FALSE
Microsoft.Sql,managedInstances/azureADOnlyAuthentications,Microsoft.Sql/managedInstances/azureADOnlyAuthentications/read,Reads a specific managed server Azure Active Directory only authentication object,Reads a specific managed server Azure Active Directory only authentication object,FALSE
Microsoft.Sql,managedInstances/azureADOnlyAuthentications,Microsoft.Sql/managedInstances/azureADOnlyAuthentications/write,Adds or updates a specific managed server Azure Active Directory only authentication object,Adds or updates a specific managed server Azure Active Directory only authentication object,FALSE
Microsoft.Sql,managedInstances/azureADOnlyAuthentications,Microsoft.Sql/managedInstances/azureADOnlyAuthentications/delete,Deletes a specific managed server Azure Active Directory only authentication object,Deletes a specific managed server Azure Active Directory only authentication object,FALSE
Microsoft.Sql,managedInstances/providers/Microsoft.Insights/logDefinitions,Microsoft.Sql/managedInstances/providers/Microsoft.Insights/logDefinitions/read,Read managed instances log definitions,Gets the available logs for managed instances,FALSE
Microsoft.Sql,managedInstances/topqueries,Microsoft.Sql/managedInstances/topqueries/read,Get top resource consuming queries of a managed instance,Get top resource consuming queries of a managed instance,FALSE
Microsoft.Sql,restorableDroppedManagedInstances,Microsoft.Sql/restorableDroppedManagedInstances/read,List/Get Azure SQL restorable dropped managed instances.,Returns a list of restorable dropped managed instances.,FALSE
Microsoft.Sql,servers,Microsoft.Sql/servers/tdeCertificates/action,Update Azure SQL Server TDE Certificate,Create/Update TDE certificate,FALSE
Microsoft.Sql,servers,Microsoft.Sql/servers/import/action,Import database into the server,Import new Azure SQL Database,FALSE
Microsoft.Sql,servers,Microsoft.Sql/servers/read,List/Get Azure SQL Server(s),Return the list of servers or gets the properties for the specified server.,FALSE
Microsoft.Sql,servers,Microsoft.Sql/servers/write,Create/Update Azure SQL Server,Creates a server with the specified parameters or update the properties or tags for the specified server.,FALSE
Microsoft.Sql,servers,Microsoft.Sql/servers/delete,Delete Azure SQL Server,Deletes an existing server.,FALSE
Microsoft.Sql,servers,Microsoft.Sql/servers/privateEndpointConnectionsApproval/action,Private Endpoint Connections Approval,Determines if user is allowed to approve a private endpoint connection,FALSE
Microsoft.Sql,servers/outboundFirewallRules,Microsoft.Sql/servers/outboundFirewallRules/read,Read outbound firewall rule,Read outbound firewall rule,FALSE
Microsoft.Sql,servers/outboundFirewallRules,Microsoft.Sql/servers/outboundFirewallRules/delete,Delete outbound firewall rule,Delete outbound firewall rule,FALSE
Microsoft.Sql,servers/outboundFirewallRules,Microsoft.Sql/servers/outboundFirewallRules/write,Create outbound firewall rule,Create outbound firewall rule,FALSE
Microsoft.Sql,servers/jobAgents,Microsoft.Sql/servers/jobAgents/read,Get Azure SQL DB job agent,Gets an Azure SQL DB job agent,FALSE
Microsoft.Sql,servers/jobAgents,Microsoft.Sql/servers/jobAgents/write,Create or update Azure SQL DB job agent,Creates or updates an Azure SQL DB job agent,FALSE
Microsoft.Sql,servers/jobAgents,Microsoft.Sql/servers/jobAgents/delete,Delete Azure SQL DB job agent,Deletes an Azure SQL DB job agent,FALSE
Microsoft.Sql,servers/databases,Microsoft.Sql/servers/databases/read,List/Get Azure SQL Database(s),Return the list of databases or gets the properties for the specified database.,FALSE
Microsoft.Sql,servers/databases,Microsoft.Sql/servers/databases/write,Create/Update Azure SQL Database,Creates a database with the specified parameters or update the properties or tags for the specified database.,FALSE
Microsoft.Sql,servers/databases,Microsoft.Sql/servers/databases/delete,Delete Azure SQL Database,Deletes an existing database.,FALSE
Microsoft.Sql,servers/databases,Microsoft.Sql/servers/databases/pause/action,Pause a Datawarehouse database.,Pause Azure SQL Datawarehouse Database,FALSE
Microsoft.Sql,servers/databases,Microsoft.Sql/servers/databases/resume/action,Resume a Datawarehouse database.,Resume Azure SQL Datawarehouse Database,FALSE
Microsoft.Sql,servers/databases,Microsoft.Sql/servers/databases/export/action,Export an existing database.,Export Azure SQL Database,FALSE
Microsoft.Sql,servers/databases,Microsoft.Sql/servers/databases/upgradeDataWarehouse/action,Upgrade a data warehouse.,Upgrade Azure SQL Datawarehouse Database,FALSE
Microsoft.Sql,servers/databases,Microsoft.Sql/servers/databases/move/action,Rename Azure SQL Database,Change the name of an existing database.,FALSE
Microsoft.Sql,servers/databases,Microsoft.Sql/servers/databases/restorePoints/action,Creates a restore point,Creates a new restore point,FALSE
Microsoft.Sql,servers/databases,Microsoft.Sql/servers/databases/import/action,Import database from bacpac,Import Azure SQL Database,FALSE
Microsoft.Sql,servers/databases,Microsoft.Sql/servers/databases/failover/action,Issue failover on the database.,Customer initiated database failover.,FALSE
Microsoft.Sql,servers/databases,Microsoft.Sql/servers/databases/vulnerabilityAssessmentScans/action,Execute vulnerability assessment database scan,Execute vulnerability assessment database scan.,FALSE
Microsoft.Sql,servers/databases/geoBackupPolicies,Microsoft.Sql/servers/databases/geoBackupPolicies/read,Gets a collection of database geobackup policies,Retrieve geo backup policies for a given database,FALSE
Microsoft.Sql,servers/databases/geoBackupPolicies,Microsoft.Sql/servers/databases/geoBackupPolicies/write,Set a geobackup policy on a database,Create or update a database geobackup policy,FALSE
Microsoft.Sql,servers/databases/azureAsyncOperation,Microsoft.Sql/servers/databases/azureAsyncOperation/read,Gets the status of a database operation.,Gets the status of a database operation.,FALSE
Microsoft.Sql,servers/databases/extensions,Microsoft.Sql/servers/databases/extensions/write,Performs a database extension operation.,Performs a database extension operation.,FALSE
Microsoft.Sql,servers/databases/extensions,Microsoft.Sql/servers/databases/extensions/read,Get database extensions operation.,Get database extensions operation.,FALSE
Microsoft.Sql,servers/databases/extensions/importExtensionOperationResults,Microsoft.Sql/servers/databases/extensions/importExtensionOperationResults/read,Get import operations,Gets in-progress import operations,FALSE
Microsoft.Sql,servers/databases/operationResults,Microsoft.Sql/servers/databases/operationResults/read,Gets the status of a database operation.,Gets the status of a database operation.,FALSE
Microsoft.Sql,servers/databases/operations,Microsoft.Sql/servers/databases/operations/cancel/action,Cancel Azure SQL Database async operation,Cancels Azure SQL Database pending asynchronous operation that is not finished yet.,FALSE
Microsoft.Sql,servers/databases/operations,Microsoft.Sql/servers/databases/operations/read,List Azure SQL Database operations,Return the list of operations performed on the database,FALSE
Microsoft.Sql,servers/databases/skus,Microsoft.Sql/servers/databases/skus/read,Get skus available for a database,Gets a collection of skus available for a database,FALSE
Microsoft.Sql,servers/databases/usages,Microsoft.Sql/servers/databases/usages/read,Gets the Azure SQL Database usages information,Gets the Azure SQL Database usages information,FALSE
Microsoft.Sql,servers/databases/columns,Microsoft.Sql/servers/databases/columns/read,Return a list of columns for a database,Return a list of columns for a database,FALSE
Microsoft.Sql,servers/databases/schemas,Microsoft.Sql/servers/databases/schemas/read,Get a database schema.,Get a database schema.,FALSE
Microsoft.Sql,servers/databases/schemas/tables,Microsoft.Sql/servers/databases/schemas/tables/read,Get a database table.,Get a database table.,FALSE
Microsoft.Sql,servers/databases/schemas/tables/columns,Microsoft.Sql/servers/databases/schemas/tables/columns/read,Get a database column.,Get a database column.,FALSE
Microsoft.Sql,servers/databases/schemas/tables/columns/sensitivityLabels,Microsoft.Sql/servers/databases/schemas/tables/columns/sensitivityLabels/enable/action,Enable sensitivity recommendations on a given column,Enable sensitivity recommendations on a given column,FALSE
Microsoft.Sql,servers/databases/schemas/tables/columns/sensitivityLabels,Microsoft.Sql/servers/databases/schemas/tables/columns/sensitivityLabels/disable/action,Disable sensitivity recommendations on a given column,Disable sensitivity recommendations on a given column,FALSE
Microsoft.Sql,servers/databases/schemas/tables/columns/sensitivityLabels,Microsoft.Sql/servers/databases/schemas/tables/columns/sensitivityLabels/read,Get the sensitivity label of a given column,Get the sensitivity label of a given column,FALSE
Microsoft.Sql,servers/databases/schemas/tables/columns/sensitivityLabels,Microsoft.Sql/servers/databases/schemas/tables/columns/sensitivityLabels/write,Create or update the sensitivity label of a given column,Create or update the sensitivity label of a given column,FALSE
Microsoft.Sql,servers/databases/schemas/tables/columns/sensitivityLabels,Microsoft.Sql/servers/databases/schemas/tables/columns/sensitivityLabels/delete,Delete the sensitivity label of a given column,Delete the sensitivity label of a given column,FALSE
Microsoft.Sql,servers/databases/schemas/tables/recommendedIndexes,Microsoft.Sql/servers/databases/schemas/tables/recommendedIndexes/read,Get list of index recommendations,Retrieve list of index recommendations on a database,FALSE
Microsoft.Sql,servers/databases/schemas/tables/recommendedIndexes,Microsoft.Sql/servers/databases/schemas/tables/recommendedIndexes/write,Update Recommended Index State,Apply index recommendation,FALSE
Microsoft.Sql,servers/databases/transparentDataEncryption,Microsoft.Sql/servers/databases/transparentDataEncryption/read,Get logical database Transparent Data Encryption,Retrieve details of the logical database Transparent Data Encryption on a given managed database,FALSE
Microsoft.Sql,servers/databases/transparentDataEncryption,Microsoft.Sql/servers/databases/transparentDataEncryption/write,Update logical database Transparent Data Encryption,Change the database Transparent Data Encryption for a given logical database,FALSE
Microsoft.Sql,servers/databases/transparentDataEncryption/operationResults,Microsoft.Sql/servers/databases/transparentDataEncryption/operationResults/read,Get transparent data encryption operations,Gets in-progress operations on transparent data encryption,FALSE
Microsoft.Sql,servers/databases/syncGroups,Microsoft.Sql/servers/databases/syncGroups/refreshHubSchema/action,Refresh Azure SQL Sync Hub Database schema,Refresh sync hub database schema,FALSE
Microsoft.Sql,servers/databases/syncGroups,Microsoft.Sql/servers/databases/syncGroups/cancelSync/action,Cancel Azure SQL Sync Group synchronization,Cancel sync group synchronization,FALSE
Microsoft.Sql,servers/databases/syncGroups,Microsoft.Sql/servers/databases/syncGroups/triggerSync/action,Trigger Azure SQL Sync Group synchronization,Trigger sync group synchronization,FALSE
Microsoft.Sql,servers/databases/syncGroups,Microsoft.Sql/servers/databases/syncGroups/read,List/Get Azure SQL Sync Group(s),Return the list of sync groups or gets the properties for the specified sync group.,FALSE
Microsoft.Sql,servers/databases/syncGroups,Microsoft.Sql/servers/databases/syncGroups/write,Create/Update Azure SQL Sync Group,Creates a sync group with the specified parameters or update the properties for the specified sync group.,FALSE
Microsoft.Sql,servers/databases/syncGroups,Microsoft.Sql/servers/databases/syncGroups/delete,Delete Azure SQL Sync Group,Deletes an existing sync group.,FALSE
Microsoft.Sql,servers/databases/syncGroups/hubSchemas,Microsoft.Sql/servers/databases/syncGroups/hubSchemas/read,List Azure SQL Sync Hub Database schema,Return the list of sync hub database schemas,FALSE
Microsoft.Sql,servers/databases/syncGroups/logs,Microsoft.Sql/servers/databases/syncGroups/logs/read,List Azure SQL Sync Group logs,Return the list of sync group logs,FALSE
Microsoft.Sql,servers/databases/syncGroups/refreshHubSchemaOperationResults,Microsoft.Sql/servers/databases/syncGroups/refreshHubSchemaOperationResults/read,Get sync hub schema refresh operation results,Retrieve result of the sync hub schema refresh operation,FALSE
Microsoft.Sql,servers/databases/syncGroups/syncMembers,Microsoft.Sql/servers/databases/syncGroups/syncMembers/read,List/Get Azure SQL Sync Member(s),Return the list of sync members or gets the properties for the specified sync member.,FALSE
Microsoft.Sql,servers/databases/syncGroups/syncMembers,Microsoft.Sql/servers/databases/syncGroups/syncMembers/write,Create/Update Azure SQL Sync Member,Creates a sync member with the specified parameters or update the properties for the specified sync member.,FALSE
Microsoft.Sql,servers/databases/syncGroups/syncMembers,Microsoft.Sql/servers/databases/syncGroups/syncMembers/delete,Delete Azure SQL Sync Member,Deletes an existing sync member.,FALSE
Microsoft.Sql,servers/databases/syncGroups/syncMembers,Microsoft.Sql/servers/databases/syncGroups/syncMembers/refreshSchema/action,Refresh Azure SQL Sync Member atabase schema,Refresh sync member schema,FALSE
Microsoft.Sql,servers/databases/syncGroups/syncMembers/refreshSchemaOperationResults,Microsoft.Sql/servers/databases/syncGroups/syncMembers/refreshSchemaOperationResults/read,Get sync member schema refresh operation results,Retrieve result of the sync member schema refresh operation,FALSE
Microsoft.Sql,servers/databases/syncGroups/syncMembers/schemas,Microsoft.Sql/servers/databases/syncGroups/syncMembers/schemas/read,List Azure SQL Sync Member Database schema,Return the list of sync member database schemas,FALSE
Microsoft.Sql,servers/databases/dataWarehouseQueries,Microsoft.Sql/servers/databases/dataWarehouseQueries/read,Get details about data warehouse query,Returns the data warehouse distribution query information for selected query ID,FALSE
Microsoft.Sql,servers/databases/dataWarehouseQueries/dataWarehouseQuerySteps,Microsoft.Sql/servers/databases/dataWarehouseQueries/dataWarehouseQuerySteps/read,Get details about data warehouse query step,Returns the distributed query step information of data warehouse query for selected step ID,FALSE
Microsoft.Sql,servers/databases/maintenanceWindowOptions,Microsoft.Sql/servers/databases/maintenanceWindowOptions/read,Get Data Warehouse maintenance window options.,Gets a list of available maintenance windows for a selected database.,FALSE
Microsoft.Sql,servers/databases/maintenanceWindows,Microsoft.Sql/servers/databases/maintenanceWindows/read,Get Data Warehouse maintenance windows.,Gets maintenance windows settings for a selected database.,FALSE
Microsoft.Sql,servers/databases/maintenanceWindows,Microsoft.Sql/servers/databases/maintenanceWindows/write,Set Data Warehouse maintenance windows.,Sets maintenance windows settings for a selected database.,FALSE
Microsoft.Sql,servers/databases/advisors,Microsoft.Sql/servers/databases/advisors/read,Get advisors for a database,Returns list of advisors available for the database,FALSE
Microsoft.Sql,servers/databases/advisors,Microsoft.Sql/servers/databases/advisors/write,Update auto-execute status of a database advisor,Update auto-execute status of an advisor on database level.,FALSE
Microsoft.Sql,servers/databases/advisors/recommendedActions,Microsoft.Sql/servers/databases/advisors/recommendedActions/read,Get recommended actions for a database,Returns list of recommended actions of specified advisor for the database,FALSE
Microsoft.Sql,servers/databases/advisors/recommendedActions,Microsoft.Sql/servers/databases/advisors/recommendedActions/write,Update database recommended action state,Apply the recommended action on the database,FALSE
Microsoft.Sql,servers/databases/automaticTuning,Microsoft.Sql/servers/databases/automaticTuning/read,Get automatic tuning settings for a database,Returns automatic tuning settings for a database,FALSE
Microsoft.Sql,servers/databases/automaticTuning,Microsoft.Sql/servers/databases/automaticTuning/write,Update automatic tuning settings for a database,Updates automatic tuning settings for a database and returns updated settings,FALSE
Microsoft.Sql,servers/databases/backupLongTermRetentionPolicies,Microsoft.Sql/servers/databases/backupLongTermRetentionPolicies/write,Create/Update Database Backup Archival Policy,Create or update a database backup archival policy.,FALSE
Microsoft.Sql,servers/databases/backupLongTermRetentionPolicies,Microsoft.Sql/servers/databases/backupLongTermRetentionPolicies/read,List/Get backup archival policies of a database,Return the list of backup archival policies of a specified database.,FALSE
Microsoft.Sql,servers/databases/auditRecords,Microsoft.Sql/servers/databases/auditRecords/read,Get database blob audit records,Retrieve the database blob audit records,FALSE
Microsoft.Sql,servers/databases/auditingSettings,Microsoft.Sql/servers/databases/auditingSettings/read,Get database blob auditing policy,Retrieve details of the blob auditing policy configured on a given database,FALSE
Microsoft.Sql,servers/databases/auditingSettings,Microsoft.Sql/servers/databases/auditingSettings/write,Set database blob auditing policy,Change the blob auditing policy for a given database,FALSE
Microsoft.Sql,servers/databases/dataMaskingPolicies,Microsoft.Sql/servers/databases/dataMaskingPolicies/read,List/Get database data masking policy(s),Return the list of database data masking policies.,FALSE
Microsoft.Sql,servers/databases/dataMaskingPolicies,Microsoft.Sql/servers/databases/dataMaskingPolicies/write,Set Database Data Masking Policy,Change data masking policy for a given database,FALSE
Microsoft.Sql,servers/databases/dataMaskingPolicies/rules,Microsoft.Sql/servers/databases/dataMaskingPolicies/rules/read,Get database data masking policy rule,Retrieve details of the data masking policy rule configured on a given database,FALSE
Microsoft.Sql,servers/databases/dataMaskingPolicies/rules,Microsoft.Sql/servers/databases/dataMaskingPolicies/rules/write,Set database data masking policy rule,Change data masking policy rule for a given database,FALSE
Microsoft.Sql,servers/databases/dataMaskingPolicies/rules,Microsoft.Sql/servers/databases/dataMaskingPolicies/rules/delete,Delete database data masking policy rule,Delete data masking policy rule for a given database,FALSE
Microsoft.Sql,servers/databases/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Sql/servers/databases/providers/Microsoft.Insights/diagnosticSettings/read,Read diagnostic setting,Gets the diagnostic setting for the resource,FALSE
Microsoft.Sql,servers/databases/providers/Microsoft.Insights/diagnosticSettings,Microsoft.Sql/servers/databases/providers/Microsoft.Insights/diagnosticSettings/write,Write diagnostic setting,Creates or updates the diagnostic setting for the resource,FALSE
Microsoft.Sql,servers/databases/metrics,Microsoft.Sql/servers/databases/metrics/read,Get database metrics,Return metrics for databases,FALSE
Microsoft.Sql,servers/databases/metricDefinitions,Microsoft.Sql/servers/databases/metricDefinitions/read,Get database metric definitions,Return types of metrics that are available for databases,FALSE
Microsoft.Sql,servers/databases/providers/Microsoft.Insights/metricDefinitions,Microsoft.Sql/servers/databases/providers/Microsoft.Insights/metricDefinitions/read,Get database metric definitions,Return types of metrics that are available for databases,FALSE
Microsoft.Sql,servers/databases/replicationLinks,Microsoft.Sql/servers/databases/replicationLinks/read,List/Get Replication links of Azure SQL database(s).,Return the list of replication links or gets the properties for the specified replication links.,FALSE
Microsoft.Sql,servers/databases/replicationLinks,Microsoft.Sql/servers/databases/replicationLinks/delete,Force-terminate the replication relationship,Terminate the replication relationship forcefully and with potential data loss,FALSE
Microsoft.Sql,servers/databases/replicationLinks,Microsoft.Sql/servers/databases/replicationLinks/failover/action,Failover replication relationship after synchronizing,"Failover after synchronizing all changes from the primary, making this database into the replication relationship\u0027s primary and making the remote primary into a secondary",FALSE
Microsoft.Sql,servers/databases/replicationLinks,Microsoft.Sql/servers/databases/replicationLinks/forceFailoverAllowDataLoss/action,Failover replication relationship immediatel,"Failover immediately with potential data loss, making this database into the replication relationship\u0027s primary and making the remote primary into a secondary",FALSE
Microsoft.Sql,servers/databases/replicationLinks,Microsoft.Sql/servers/databases/replicationLinks/updateReplicationMode/action,Update replication mode for link,Update replication mode for link to synchronous or asynchronous mode,FALSE
Microsoft.Sql,servers/databases/replicationLinks,Microsoft.Sql/servers/databases/replicationLinks/unlink/action,Terminate the replication relationship,Terminate the replication relationship forcefully or after synchronizing with the partner,FALSE
Microsoft.Sql,servers/databases/restorePoints,Microsoft.Sql/servers/databases/restorePoints/read,Get Database Restore points.,Returns restore points for the database.,FALSE
Microsoft.Sql,servers/databases/restorePoints,Microsoft.Sql/servers/databases/restorePoints/delete,Deletes a restore point for the database.,Deletes a restore point for the database.,FALSE
Microsoft.Sql,servers/databases/securityMetrics,Microsoft.Sql/servers/databases/securityMetrics/read,Get database security metrics,Gets a collection of database security metrics,FALSE
Microsoft.Sql,servers/databases/serviceTierAdvisors,Microsoft.Sql/servers/databases/serviceTierAdvisors/read,Get recommended database performance level,Return suggestion about scaling database up or down based on query execution statistics to improve performance or reduce cost,FALSE
Microsoft.Sql,servers/databases/securityAlertPolicies,Microsoft.Sql/servers/databases/securityAlertPolicies/write,Update database threat detection policy,Change the database threat detection policy for a given database,FALSE
Microsoft.Sql,servers/databases/securityAlertPolicies,Microsoft.Sql/servers/databases/securityAlertPolicies/read,List database threat detection policies,Retrieve a list of database threat detection policies configured for a given server,FALSE
Microsoft.Sql,servers/databases/topQueries,Microsoft.Sql/servers/databases/topQueries/queryText/action,Get Database Top Queries query text,Returns the Transact-SQL text for selected query ID,FALSE
Microsoft.Sql,servers/databases/topQueries,Microsoft.Sql/servers/databases/topQueries/read,Get Top Queries for the database,Returns aggregated runtime statistics for selected query in selected time period,FALSE
Microsoft.Sql,servers/databases/topQueries/statistics,Microsoft.Sql/servers/databases/topQueries/statistics/read,Get Database Top Queries statistics,Returns aggregated runtime statistics for selected query in selected time period,FALSE
Microsoft.Sql,servers/databases/vulnerabilityAssessments,Microsoft.Sql/servers/databases/vulnerabilityAssessments/write,Set database vulnerability assessment,Change the vulnerability assessment for a given database,FALSE
Microsoft.Sql,servers/databases/vulnerabilityAssessments,Microsoft.Sql/servers/databases/vulnerabilityAssessments/delete,Remove database vulnerability assessment,Remove the vulnerability assessment for a given database,FALSE
Microsoft.Sql,servers/databases/vulnerabilityAssessments,Microsoft.Sql/servers/databases/vulnerabilityAssessments/read,List database vulnerability assessment policies,Retrieve the vulnerability assessment policies on a givendatabase,FALSE
Microsoft.Sql,servers/databases/vulnerabilityAssessments/rules/baselines,Microsoft.Sql/servers/databases/vulnerabilityAssessments/rules/baselines/delete,Remove database vulnerability assessment rule baseline,Remove the vulnerability assessment rule baseline for a given database,FALSE
